id,name,alcoholic,category,glassType,instructions,drinkThumbnail,ingredients,ingredientMeasures,desciription,imageDescription
129,fahrenheit 5000,Alcoholic,shot,shot glass,Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar.,https://www.thecocktaildb.com/images/media/drink/tysssx1473344692.jpg,"['firewater','absolut peppar','tabasco sauce']","['1/2 oz','1/2 oz','1 dash']",Fahrenheit 5000 is spicy super strong cocktail at 2.3 standard drinks. Shaken with 30ml everclear 120 proof and 30ml vodka chili absolut peppar with 10ml pepper sauce and good to have with brunch. Just two shots always share a shot then add all ingredients to shaker and vigorously shake.,"This vibrant red cocktail, served in a highball glass, is adorned with a sugar-rimmed glass band and a lemon twist, creating a classic and inviting presentation."
130,flying dutchman,Alcoholic,ordinary drink,old-fashioned glass,"In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well.",https://www.thecocktaildb.com/images/media/drink/mwko4q1582482903.jpg,"['gin','triple sec']","['2 oz','1/2 oz']","The Flying Dutchman is a classic Gin & Orange Liqueur cocktail, likely a twist on the classic Sidecar. It emerged in the late 19th or early 20th century, with its origin shrouded in maritime folklore.","The cocktail appears to be a clear or lightly golden-colored spirit with a prominent garnish of a lemon twist on the rim. The drink is served in a classic rocks glass, which accentuates its ice cubes and clarity."
131,frozen daiquiri,Alcoholic,ordinary drink,champagne flute,"Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds, then blend at a high speed until firm. Pour contents into a champagne flute, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/7oyrj91504884412.jpg,"['light rum','triple sec','lime juice','sugar','cherry','ice']","['1 1/2 oz','1 tblsp','1 1/2 oz','1 tsp','1','1 cup crushed']","The Frozen Daiquiri, a refreshing blend of light rum, triple sec, lime juice, sugar, and ice, belongs to the?Daiquiri family. Originating in the early 20th century in Cuba, the Daiquiri is named after the nearby town of Daiquir?, where the drink was first concocted.","The cocktail in a martini glass features a creamy white base with a small pile of sugary ice on top for texture. A vibrant orange straw adds a playful touch to the drink, set against a green and white leafy backdrop."
132,fruit flip-flop,Non alcoholic,other / unknown,highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/nfdx6p1484430633.jpg,"['yoghurt','fruit juice']","['1 cup','1 cup']","The Fruit Flip-Flop belongs to the?Milk Punch?family, a historical cocktail category dating back to the 18th century. These drinks, often made with milk or cream, were popular for their refreshing and palate-cleansing qualities.","The creamy white beverage, served in a tall glass with a strawberry garnish, looks both refreshing and inviting, perfect for a light summer drink."
133,flying scotchman,Alcoholic,ordinary drink,cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/q53l911582482518.jpg,"['scotch','sweet vermouth','bitters','sugar syrup']","['1 oz','1 oz','1 dash','1/4 tsp']","The Flying Scotchman belongs to the classic Manhattan family, a sophisticated blend of whiskey, sweet vermouth, and bitters. Its exact origins are murky, but it likely emerged in the late 19th or early 20th century, a testament to the enduring appeal of whiskey-based cocktails.","The vibrant orange-colored cocktail is elegantly presented in a martini glass, garnished with a lemon slice perched on the rim, adding a bright touch to the drink's visual appeal."
134,french connection,Alcoholic,ordinary drink,old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,https://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg,"['cognac','amaretto']","['1 1/2 oz','3/4 oz']","The French Connection is a member of the liqueur cocktail family, combining strong spirits with sweet, aromatic liqueurs. While its exact origin is debated, it likely emerged in the 1970s, drawing inspiration from classic French-Italian flavor pairings.","The golden cocktail inside the round-bottomed rocks glass contains three ice cubes, glistening in the light. The drink has a rich amber hue, suggesting it might be a whiskey or similar spirit with simple syrup."
135,flaming dr. pepper,Alcoholic,shot,collins glass,"Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer",https://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg,"['amaretto','vodka','151 proof rum','dr. pepper','beer']","['1 oz','1 oz','1 oz bacardi','1 oz','1 oz']","Flaming Dr. Pepper is a high-octane, layered shooter, likely born in the college bar scene of the 1980s. Its roots lie in the shot cocktail family, known for their potent and often flamboyant presentation.","The cocktails have a golden hue with small flames at the top, suggesting they might be flamed or enhanced beverages. The cocktails are served in large, thick-handled mugs which give a casual yet elegant feel to the presentation."
136,flaming lamborghini,Alcoholic,cocktail,cocktail glass,"Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!",https://www.thecocktaildb.com/images/media/drink/yywpss1461866587.jpg,"['kahlua','sambuca','blue curacao','baileys irish cream']","['1 oz','1 oz','1 oz','1 oz']","It is named after the powerful Italian sports car and its composition reflects both its strength and elegance. The cocktail consists of equal parts of Bailey's Irish Cream, coffee liqueur, Sambuca, and orange liqueur, creating a creamy and flavorful mixture.","The cocktail is a vibrant red liquid served in a martini glass, with a thin, dancing flame adorning the rim, creating a striking and enticing presentation."
137,flander's flake-out,Alcoholic,ordinary drink,collins glass,Bang 'em both in.,https://www.thecocktaildb.com/images/media/drink/sqvqrx1461866705.jpg,"['sambuca','sarsaparilla']","['1/4 glass','3/4 glass']","Flander��s Flake-Out, a unique blend of Sambuca and Sarsaparilla, belongs to the liqueur-based cocktail family. Its origin likely stems from the 19th century, a time when sarsaparilla was a popular American soda and Sambuca was gaining traction in Europe.","The dark amber liquid is garnished with a single slice of orange peel, floating atop the surface. The cocktail is served in a crystal-stemmed glass that adds elegance to its presentation."
138,frozen mint daiquiri,Alcoholic,ordinary drink,old-fashioned glass,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into an old-fashioned glass and serve.,https://www.thecocktaildb.com/images/media/drink/jrhn1q1504884469.jpg,"['light rum','lime juice','mint','sugar']","['2 oz','1 tblsp','6','1 tsp']","The Frozen Mint Daiquiri is a refreshing twist on the classic Daiquiri family, born in the vibrant rum-soaked bars of Cuba. This frozen delight blends the traditional rum, lime, and sugar with the invigorating coolness of fresh mint, creating a perfect summer sipper.","The cocktail features a vibrant green color, suggesting it might be a matcha or mint-based drink. It's presented elegantly in a martini glass with a fresh sprig of mint as a garnish, adding a touch of sophistication."
139,frozen pineapple daiquiri,Alcoholic,ordinary drink,cocktail glass,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a cocktail glass and serve.,https://www.thecocktaildb.com/images/media/drink/k3aecd1582481679.jpg,"['light rum','pineapple','lime juice','sugar']","['1 1/2 oz','4 chunks','1 tblsp','1/2 tsp']","The Frozen Pineapple Daiquiri is a refreshing twist on the classic Daiquiri family, a rum-based cocktail originating in Cuba. This tropical take swaps the traditional lime for pineapple, creating a sweet and tangy summer treat perfect for sipping poolside.","The cocktail has a light beige color, suggesting a creamy blend possibly including pineapple, with a vibrant yellow garnish of pineapple perched on the rim. It is served in a tall, elegant martini glass, which accentuates its smooth and thick texture."
140,gg,Optional alcohol,ordinary drink,collins glass,Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.,https://www.thecocktaildb.com/images/media/drink/vyxwut1468875960.jpg,"['galliano','ginger ale','ice']","['2 1/2 shots', none, none]","This is the GG: Gin and Ginger Ale. Lemon juice pairs beautifully with Dry Ginger Ale. The citrus cuts straight through the sweetness of the ginger ale, mellowing the intensity and letting the soft gin notes come through.","The cocktail is a light amber hue, possibly a whiskey sour, and is served in a textured tumbler with a large ice cube floating above. The drink's vibrant yellow tint suggests it could be an egg white added for texture and flavor enhancement."
141,gimlet,Alcoholic,cocktail,martini glass,"Add all the ingredients to a shaker and fill with ice. Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice. Garnish with a lime wheel.",https://www.thecocktaildb.com/images/media/drink/3xgldt1513707271.jpg,"['gin','lime juice','sugar syrup','lime']","['2 1/2 oz','1/2 oz','1/2 oz','1']","The Gimlet, a crisp and refreshing cocktail, belongs to the Sour family, characterized by the combination of spirit, citrus juice, and sweetener. Its origins trace back to the 19th century British Royal Navy, where it was used as a medicinal drink to combat scurvy.","The cocktail features a pale yellow hue and is elegantly presented in a martini glass with a slice of lemon as a garnish, creating a fresh and sophisticated look."
